Mod:Item:MetaData, Localized Name
MorePlanet:fronos_tallgrass:7, Purple Medium Grass
MorePlanet:fronos_tallgrass:8, Purple Tall Grass
MorePlanet:fronos_tallgrass:9, Plains Short Grass
MorePlanet:fronos_tallgrass:10, Plains Medium Grass
MorePlanet:fronos_tallgrass:11, Plains Tall Grass
MorePlanet:fronos_tallgrass:12, Golden Short Grass
MorePlanet:fronos_tallgrass:13, Golden Medium Grass
MorePlanet:fronos_tallgrass:14, Golden Tall Grass
MorePlanet:fronos_flower:0, Pink Butter Cup
MorePlanet:fronos_flower:1, Orange Butterfly Flower
MorePlanet:fronos_flower:2, Yellow Milk Cap
MorePlanet:fronos_flower:3, Little Sun Flower
MorePlanet:fronos_flower:4, Sky Mushroom
MorePlanet:fronos_flower:5, Purple Spike Flower
MorePlanet:fronos_flower:6, Jungle Iris
MorePlanet:fronos_flower:7, Blue Poison Mushroom
MorePlanet:fronos_flower:8, White Moss
MorePlanet:fronos_dandelion:0, Orange Dandelion
MorePlanet:fronos_dandelion:1, Pink Dandelion
MorePlanet:fronos_dandelion:2, Purple Dandelion
MorePlanet:fronos_dandelion:3, Orange Dandelion
MorePlanet:fronos_dandelion:4, Pink Dandelion
MorePlanet:fronos_dandelion:5, Purple Dandelion
MorePlanet:fronos_poppy:0, White Poppy
MorePlanet:fronos_poppy:1, Orange Poppy
MorePlanet:fronos_poppy:2, Purple Poppy
MorePlanet:candy_flower:0, Pink Candy Flower
MorePlanet:candy_flower:1, Orange Candy Flower
MorePlanet:candy_flower:2, Green Candy Flower
MorePlanet:candy_flower:3, Yellow Candy Flower
MorePlanet:candy_flower:4, Light Blue Candy Flower
MorePlanet:candy_flower:5, Blue Candy Flower
MorePlanet:candy_flower:6, Red Candy Flower
MorePlanet:candy_flower:7, Purple Candy Flower
MorePlanet:fronos_coral:5, Glowing Pink Coral
MorePlanet:fronos_coral:6, Colunus Coral
MorePlanet:cheese_web, Cheese Web
MorePlanet:glass_gem_corn1, tile.glass_gem_corn1.name
MorePlanet:glass_gem_corn2, tile.glass_gem_corn2.name
MorePlanet:glass_gem_corn3, tile.glass_gem_corn3.name
MorePlanet:maple_ivy, Maple Ivy
MorePlanet:pink_candy_torch, Pink Candy Torch
MorePlanet:orange_candy_torch, Orange Candy Torch
MorePlanet:green_candy_torch, Green Candy Torch
MorePlanet:yellow_candy_torch, Yellow Candy Torch
MorePlanet:light_blue_candy_torch, Light Blue Candy Torch
MorePlanet:blue_candy_torch, Blue Candy Torch
MorePlanet:red_candy_torch, Red Candy Torch
MorePlanet:purple_candy_torch, Purple Candy Torch
MorePlanet:cup_block, tile.cup_block.name
MorePlanet:mineral_water_cup, tile.mineral_water_cup.name
MorePlanet:ovantine_cup, tile.ovantine_cup.name
MorePlanet:coconut_milk_cup, tile.coconut_milk_cup.name
MorePlanet:cheese_of_milk_cup, tile.cheese_of_milk_cup.name
MorePlanet:tea_cup, tile.tea_cup.name
MorePlanet:caramel_cup, tile.caramel_cup.name
MorePlanet:coconut_door_block, tile.coconut_door_block.name
MorePlanet:red_maple_door_block, tile.red_maple_door_block.name
MorePlanet:coconut_milk_fluid, Coconut Milk
MorePlanet:mineral_water_fluid, Mineral Water
MorePlanet:ovantine_fluid, Ovantine
MorePlanet:tea_fluid, Tea
MorePlanet:caramel_fluid, tile.caramel_fluid.name
MorePlanet:kapteyn-b_block:0, Kapteyn B Surface Ice
MorePlanet:kapteyn-b_block:1, Kapteyn B Sub-Surface Ice
MorePlanet:kapteyn-b_block:2, Kapteyn B Stone
MorePlanet:kapteyn-b_block:3, Kapteyn B Cobblestone
MorePlanet:kapteyn-b_block:4, Namerium Crystal Ore
MorePlanet:kapteyn-b_block:5, Frozen Iron Ore
MorePlanet:kapteyn-b_block:6, Uranium Ore
MorePlanet:kapteyn-b_block:7, Tin Ore
MorePlanet:kapteyn-b_block:8, Copper Ore
MorePlanet:kapteyn-b_block:9, Redstone Ore
MorePlanet:kapteyn-b_block:11, Namerium Block
MorePlanet:kapteyn-b_block:12, Frozen Iron Block
MorePlanet:kapteyn-b_block:13, Uranium Block
MorePlanet:kapteyn-b_block:14, Kapteyn B Dungeon Brick
MorePlanet:rocky_soild_water, Rocky Solid Water
MorePlanet:frozen_water_geyser, Frozen Water Geyser
MorePlanet:kapteyn-b_ice:0, Kapteyn B Ice
MorePlanet:kapteyn-b_ice:1, Dirty Kapteyn B Ice
MorePlanet:uranium_bomb, Uranium Bomb
MorePlanet:kapteyn-b_treasure_chest, Tier 8 Kapteyn B Treasure Chest
MorePlanet:kapteyn-b_ancient_chest, Kapteyn B Ancient Chest
MorePlanet:kapteyn-b_cobblestone_stairs, Kapteyn B Cobblestone Stairs
MorePlanet:kapteyn-b_dungeon_brick_stairs, Kapteyn B Dungeon Brick Stairs
MorePlanet:fallen_ice_crystal_meteor, Fallen Ice Crystal Meteor
MorePlanet:uranium_waste:0, Uranium Waste
MorePlanet:uranium_waste:1, Inactive Uranium Waste
MorePlanet:icy_poison_crystal, Icy Poison Crystal
MorePlanet:kapteyn-b_ancient_chest_temp:0, tile.kapteyn-b_ancient_chest_temp.active.name
MorePlanet:frozen_water_fluid, Frozen Water
MorePlanet:sirius_block:0, Sirius B Surface Carbon Stone
MorePlanet:sirius_block:1, Sirius B Sub-Surface Carbon Stone
MorePlanet:sirius_block:2, Sirius B Carbon Stone
MorePlanet:sirius_block:3, Sirius B Carbon Cobblestone
MorePlanet:sirius_block:4, Sulfur Ore
MorePlanet:sirius_block:5, Diamond Ore
MorePlanet:sirius_block:6, Sirius Glowstone Ore
MorePlanet:sirius_block:7, Sirius Black Spot
MorePlanet:sirius_block:8, Sulfur Block
MorePlanet:sirius_block:9, Sirius B Dungeon Brick
MorePlanet:magma_rock, Magma Rock
MorePlanet:sirius_obsidian, Sirius Obsidian
MorePlanet:sirius_glowstone, Sirius Glowstone
MorePlanet:sirius_redstone_lamp, Sirius Redstone Lamp
MorePlanet:sirius_redstone_lamp_on, tile.sirius_redstone_lamp_on.name
MorePlanet:sirius-b_ancient_chest, Sirius B Ancient Chest
MorePlanet:sirius-b_treasure_chest, Tier 8 Sirius B Treasure Chest
MorePlanet:sirius_blaze_egg, Sirius Blaze Egg
MorePlanet:sirius-b_cobblestone_stairs, Sirius B Carbon Cobblestone Stairs
MorePlanet:sirius-b_dungeon_brick_stairs, Sirius B Dungeon Brick Stairs
MorePlanet:sirius_fire, tile.sirius_fire.name
MorePlanet:sirius_lava, tile.sirius_lava.name
MorePlanet:mercury_block:0, Mercury Surface Rock
MorePlanet:mercury_block:1, Mercury Sub-Surface Rock
MorePlanet:mercury_block:2, Mercury Rock
MorePlanet:mercury_block:3, Mercury Cobblestone
MorePlanet:mercury_block:4, Tin Ore
MorePlanet:mercury_block:5, Copper Ore
MorePlanet:mercury_block:6, Aluminum Ore
MorePlanet:mercury_block:7, Iron Ore
MorePlanet:mercury_block:8, Metal Meteoric Iron Ore
MorePlanet:mercury_block:9, Silicate Rock
MorePlanet:mercury_block:10, Solid Metal Meteoric Iron
MorePlanet:mercury_block:11, Mercury Dungeon Brick
MorePlanet:metallic_rock, Metallic Rock
MorePlanet:mercury_ice, Dirty Mercury Ice
MorePlanet:mercury_cobblestone_stairs, Mercury Cobblestone Stairs
MorePlanet:mercury_dungeon_brick_stairs, Mercury Dungeon Brick Stairs
MorePlanet:mercury_ancient_chest, Mercury Ancient Chest
MorePlanet:mercury_treasure_chest, Mercury Treasure Chest
MorePlanet:dirty_water_fluid, tile.dirty_water_fluid.name
MorePlanet:venus_block:0, Venus Surface Rock
MorePlanet:venus_block:1, Venus Sub-Surface Rock
MorePlanet:venus_block:2, Venus Rock
MorePlanet:venus_block:3, Venus Cobblestone
MorePlanet:venus_block:4, Sulfur Ore
MorePlanet:venus_block:5, Lead Ore
MorePlanet:venus_block:6, Tin Ore
MorePlanet:venus_block:7, Copper Ore
MorePlanet:venus_block:8, Coal Ore
MorePlanet:venus_block:9, Iron Ore
MorePlanet:venus_block:10, Gold Ore
MorePlanet:venus_block:11, Lead Block
MorePlanet:venus_block:12, Venus Stone Brick
MorePlanet:venus_block:13, Cracked Venus Stone Brick
MorePlanet:venus_block:14, Venus Dungeon Brick
MorePlanet:venus_redstone_ore, Venus Redstone Ore
MorePlanet:venus_redstone_ore_active, tile.venus_redstone_ore_active.name
MorePlanet:venus_smoke_geyser, Venus Smoke Geyser
MorePlanet:venus_magma_rock, Venus Magma Rock
MorePlanet:venus_sand, Venus Sand
MorePlanet:sulfur_torch, Sulfur Torch
MorePlanet:venusian_blaze_egg, Venusian Blaze Egg
MorePlanet:venus_ancient_chest, Venus Ancient Chest
MorePlanet:venus_treasure_chest, Tier 3 Venus Treasure Chest
MorePlanet:pluto_block:0, Pluto Surface Rock
MorePlanet:pluto_block:1, Pluto Sub-Surface Rock
MorePlanet:pluto_block:2, Pluto Rock
MorePlanet:pluto_block:3, Pluto Cobblestone
MorePlanet:pluto_block:4, Meteoric Iron Ore
MorePlanet:pluto_block:5, Frozen Iron Ore
MorePlanet:pluto_block:6, Iron Ore
MorePlanet:pluto_block:7, Xeonium Ore
MorePlanet:pluto_block:8, Pluto Dungeon Brick
MorePlanet:xeonium_glowstone, Xeonium Glowstone
MorePlanet:frozen_methane_block, Frozen Methane Block
MorePlanet:frozen_nitrogen_block, Frozen Nitrogen Block
MorePlanet:pluto_ancient_chest, Pluto Ancient Chest
MorePlanet:pluto_treasure_chest, Pluto Treasure Chest
MorePlanet:xeonium_torch, Xeonium Torch
MorePlanet:liquid_methane_fluid, tile.liquid_methane_fluid.name
MorePlanet:liquid_nitrogen_fluid, tile.liquid_nitrogen_fluid.name
MorePlanet:space_potato_block, tile.space_potato_block.name
MorePlanet:phobos_block:0, Phobos Surface Rock
MorePlanet:phobos_block:1, Phobos Sub-Surface Rock
MorePlanet:phobos_block:2, Phobos Rock
MorePlanet:phobos_block:3, Phobos Cobblestone
MorePlanet:phobos_block:4, Tin Ore
MorePlanet:phobos_block:5, Copper Ore
MorePlanet:phobos_block:6, Iron Ore
MorePlanet:phobos_block:7, Desh Ore
MorePlanet:deimos_block:0, Deimos Surface Rock
MorePlanet:deimos_block:1, Deimos Sub-Surface Rock
MorePlanet:deimos_block:2, Deimos Rock
MorePlanet:deimos_block:3, Deimos Cobblestone
MorePlanet:deimos_block:4, Tin Ore
MorePlanet:deimos_block:5, Copper Ore
MorePlanet:deimos_block:6, Iron Ore
MorePlanet:deimos_block:7, Desh Ore
MorePlanet:io_block:0, Io Surface Rock
MorePlanet:io_block:1, Io Sub-Surface Rock
MorePlanet:io_block:2, Io Rock
MorePlanet:io_block:3, Io Cobblestone
MorePlanet:io_block:4, Sulfur Ore
MorePlanet:io_block:5, Ash Stone
MorePlanet:io_block:6, Ash Cobblestone
MorePlanet:io_block:7, Silicate Rock
MorePlanet:io_block:8, Io Dungeon Brick
MorePlanet:io_magma_rock:0, Magma Rock
MorePlanet:io_magma_rock:1, Sulfur Rock
MorePlanet:io_lava, tile.io_lava.name
MorePlanet:io_black_lava, tile.io_black_lava.name
MorePlanet:liquid_red_sulfur, tile.liquid_red_sulfur.name
MorePlanet:liquid_yellow_sulfur, tile.liquid_yellow_sulfur.name
MorePlanet:liquid_orange_sulfur, tile.liquid_orange_sulfur.name
MorePlanet:liquid_brown_sulfur, tile.liquid_brown_sulfur.name
MorePlanet:europa_ice:0, tile.europa_ice.ice.name
MorePlanet:europa_ice:1, tile.europa_ice.dirty.name
MorePlanet:europa_ice:2, tile.europa_ice.dense.name
MorePlanet:packed_europa_ice, tile.packed_europa_ice.name
MorePlanet:europa_snow_block, tile.europa_snow_block.name
MorePlanet:europa_snow_layer, tile.europa_snow_layer.name
PneumaticCraft:plasticBlock, tile.plasticBlock.name
PneumaticCraft:etchingAcid, Etching Acid
PneumaticCraft:lpg, LPG
PneumaticCraft:fuel, Gasoline
PneumaticCraft:kerosene, Kerosene
PneumaticCraft:diesel, Diesel
PneumaticCraft:oil, Oil
PneumaticCraft:lubricant, Lubricant
PneumaticCraft:pressureTube, Pressure Tube
PneumaticCraft:airCompressor, Air Compressor
PneumaticCraft:advancedAirCompressor, Advanced Air Compressor
PneumaticCraft:airCannon, Air Cannon
PneumaticCraft:pressureChamberWall:0, Pressure Chamber Wall
PneumaticCraft:pressureChamberWall:6, Pressure Chamber Window
PneumaticCraft:pressureChamberValve, Pressure Chamber Valve
PneumaticCraft:slimePlant, Slime Plant
PneumaticCraft:creeperPlant, Creeper Plant
PneumaticCraft:squidPlant, Squid Plant
PneumaticCraft:fireFlower, Fire Flower
PneumaticCraft:rainPlant, Rain Plant
PneumaticCraft:enderPlant, Ender Plant
PneumaticCraft:lightningPlant, Lightning Plant
PneumaticCraft:burstPlant, Burst Plant
PneumaticCraft:potionPlant, Potion Plant
PneumaticCraft:heliumPlant, Helium Plant
PneumaticCraft:propulsionPlant, Propulsion Plant
PneumaticCraft:repulsionPlant, Repulsion Plant
PneumaticCraft:flyingFlower, Flying Flower
PneumaticCraft:chopperPlant, Chopper Plant
PneumaticCraft:chargingStation, Charging Station
PneumaticCraft:elevatorBase, Elevator Base
PneumaticCraft:elevatorFrame, Elevator Frame
PneumaticCraft:pressureChamberInterface, Pressure Chamber Interface
PneumaticCraft:vacuumPump, Vacuum Pump
PneumaticCraft:pneumaticDoorBase, Pneumatic Door Base
PneumaticCraft:pneumaticDoor, Pneumatic Door
PneumaticCraft:assemblyIOUnit, Assembly IO Unit
PneumaticCraft:assemblyPlatform, Assembly Platform
PneumaticCraft:assemblyDrill, Assembly Drill
PneumaticCraft:assemblyLaser, Assembly Laser
PneumaticCraft:assemblyController, Assembly Controller
PneumaticCraft:advancedPressureTube, Advanced Pressure Tube
PneumaticCraft:compressedIronBlock, Block of Compressed Iron
PneumaticCraft:uvLightBox, UV Light Box
PneumaticCraft:securityStation, Security Station
PneumaticCraft:universalSensor, Universal Sensor
PneumaticCraft:aerialInterface, Aerial Interface
PneumaticCraft:electrostaticCompressor, Electrostatic Compressor
PneumaticCraft:aphorismTile, Aphorism Tile
PneumaticCraft:omnidirectionalHopper, Omnidirectional Hopper
PneumaticCraft:liquidHopper, Liquid Hopper
PneumaticCraft:elevatorCaller, Elevator Caller
PneumaticCraft:programmer, Programmer
PneumaticCraft:creativeCompressor, Creative Compressor
PneumaticCraft:plasticMixer, Plastic Mixer
PneumaticCraft:liquidCompressor, Liquid Compressor
PneumaticCraft:advancedLiquidCompressor, Advanced Liquid Compressor
PneumaticCraft:droneRedstoneEmitter, tile.droneRedstoneEmitter.name
PneumaticCraft:heatSink, Heat Sink
PneumaticCraft:vortexTube, Vortex Tube
PneumaticCraft:programmableController, Programmable Controller
PneumaticCraft:gasLift, Gas Lift
PneumaticCraft:refinery, Refinery
PneumaticCraft:thermopneumaticProcessingPlant, Thermopneumatic Processing Plant
PneumaticCraft:keroseneLamp, Kerosene Lamp
PneumaticCraft:keroseneLampLight, tile.keroseneLampLight.name
PneumaticCraft:sentryTurret, Sentry Turret
PneumaticCraft:droneInterface, Drone Interface
PneumaticCraft:pneumaticDynamo, Pneumatic Dynamo
PneumaticCraft:fluxCompressor, Flux Compressor
PneumaticCraft:pneumaticGenerator, Pneumatic Generator
PneumaticCraft:electricCompressor, Electric Compressor
rftools:machineFrame, Machine Frame
rftools:machineBase, Machine Base
rftools:rfMonitorBlock, RF Monitor
rftools:liquidMonitorBlock, Liquid Monitor
rftools:crafterBlock1, Crafter Tier 1
rftools:crafterBlock2, Crafter Tier 2
rftools:crafterBlock3, Crafter Tier 3
rftools:relayBlock, Power Relay
rftools:itemFilterBlock, Item Filter
rftools:dimletFilterBlock, Dimlet Filter
rftools:storageScannerBlock, Storage Scanner
rftools:machineInfuserBlock, Machine Infuser
rftools:environmentalControllerBlock, Environmental Controller
rftools:spawnerBlock, Spawner
rftools:matterBeamerBlock, Matter Beamer
rftools:volcanicCoreBlock, Volcanic Core
rftools:volcanicBlock, Volcanic Block
rftools:screenBlock, Screen
rftools:screenHitBlock, Screen
rftools:screenControllerBlock, Screen Controller
rftools:dimletResearcherBlock, Dimlet Researcher
rftools:dimletScramblerBlock, Dimlet Scrambler
rftools:dimensionEnscriberBlock, Dimension Enscriber
rftools:dimensionBuilderBlock, Dimension Builder
rftools:creativeDimensionBuilderBlock, Creative Dimension Builder
rftools:dimensionEditorBlock, Dimension Editor
rftools:dimensionMonitorBlock, Dimension Monitor
rftools:dimensionalShardBlock, Dimensional Shard Ore
rftools:dimensionalBlankBlock, Dimensional Blank Block
rftools:dimensionalBlock, Dimensional Block
rftools:dimensionalSmallBlocks, Dimensional Small Blocks
rftools:dimensionalCrossBlock, Dimensional Cross Block
rftools:dimensionalCross2Block, Dimensional Cross 2 Block
rftools:dimensionalPattern1Block, Dimensional Pattern 1 Block
rftools:dimensionalPattern2Block, Dimensional Pattern 2 Block
rftools:activityProbeBlock, Activity Probe
rftools:energyExtractorBlock, Energy Extractor
rftools:matterTransmitterBlock, Matter Transmitter
rftools:matterReceiverBlock, Matter Receiver
rftools:dialingDeviceBlock, Dialing Device
rftools:simpleDialerBlock, Simple Dialer
rftools:destinationAnalyzerBlock, Destination Analyzer
rftools:matterBoosterBlock, Matter Booster
rftools:endergenicBlock, Endergenic Generator
rftools:pearlInjectorBlock, Pearl Injector
rftools:enderMonitorBlock, Ender Monitor
rftools:sequencerBlock, Sequencer
rftools:timerBlock, Timer
rftools:counterBlock, Counter
rftools:redstoneTransmitterBlock, Redstone Transmitter
rftools:redstoneReceiverBlock, Redstone Receiver
rftools:shieldBlock, Shield Projector Tier 1
rftools:shieldBlock2, Shield Projector Tier 2
rftools:shieldBlock3, Shield Projector Tier 3
rftools:shieldBlock4, Shield Projector Tier 4
rftools:invisibleShieldBlock, Invisible Shield Block
rftools:noTickInvisibleShieldBlock, Invisible Shield Block
rftools:solidShieldBlock, Solid Shield Block
rftools:noTickolidShieldBlock, Solid Shield Block
rftools:shieldTemplateBlock:0, Shield Template
rftools:shieldTemplateBlock:1, Shield Template
rftools:shieldTemplateBlock:2, Shield Template
rftools:shieldTemplateBlock:3, Shield Template
rftools:dimletWorkbenchBlock, Dimlet Workbench
rftools:biomeAbsorberBlock, Biome Absorber
rftools:materialAbsorberBlock, Material Absorber
rftools:liquidAbsorberBlock, Liquid Absorber
rftools:timeAbsorberBlock, Time Absorber
rftools:proxyBlock, Proxy Block
rftools:spaceChamberBlock, Space Chamber Corner Block
rftools:spaceChamberControllerBlock, Space Chamber Controller Block
rftools:spaceProjectorBlock, Space Projector Block (WIP)
rftools:builderBlock, Builder Block
rftools:supportBlock, Support Block
rftools:blockProtectorBlock, Block Protector
rftools:modularStorageBlock, Modular Storage
rftools:remoteStorageBlock, Remote Storage
rftools:securityManagerBlock, Security Manager
cfm:lampon, tile.lampon.name
cfm:lampoff, tile.lampoff.name
cfm:coffetablewood, tile.coffetablewood.name
cfm:coffetablestone, tile.coffetablestone.name
cfm:tablewood, tile.tablewood.name
cfm:tablestone, tile.tablestone.name
cfm:chairwood, tile.chairwood.name
cfm:chairstone, tile.chairstone.name
cfm:freezer, tile.freezer.name
cfm:fridge, tile.fridge.name
cfm:cabinet, tile.cabinet.name
cfm:couch, tile.couch.name
cfm:blindon, tile.blindon.name
cfm:blindoff, tile.blindoff.name
cfm:curtainon, tile.curtainon.name
cfm:curtainoff, tile.curtainoff.name
cfm:bedsidecabinet, tile.bedsidecabinet.name
cfm:oven, Oven
cfm:ovenoverhead, tile.ovenoverhead.name
cfm:hedge, tile.hedge.name
cfm:birdbath, tile.birdbath.name
cfm:stonepath, tile.stonepath.name
cfm:whitefence, tile.whitefence.name
cfm:tap, tile.tap.name
cfm:mailbox, tile.mailbox.name
cfm:tv, tile.tv.name
cfm:computer, tile.computer.name
cfm:printer, tile.printer.name
cfm:electricfence, tile.electricfence.name
cfm:doorbell, tile.doorbell.name
cfm:firealarmoff, tile.firealarmoff.name
cfm:firealarmon, tile.firealarmon.name
cfm:ceilinglightoff, tile.ceilinglightoff.name
cfm:ceilinglighton, tile.ceilinglighton.name
cfm:stereo, tile.stereo.name
cfm:toilet, tile.toilet.name
cfm:basin, tile.basin.name
cfm:wallcabinet, tile.wallcabinet.name
cfm:bath1, tile.bath1.name
cfm:bath2, tile.bath2.name
cfm:showerbottom, tile.showerbottom.name
cfm:showertop, tile.showertop.name
cfm:showerheadoff, tile.showerheadoff.name
cfm:showerheadon, tile.showerheadon.name
cfm:bin, tile.bin.name
cfm:present, tile.present.name
cfm:tree, tile.tree.name
cfm:toaster, tile.toaster.name
cfm:microwave, tile.microwave.name
cfm:washingmachine, tile.washingmachine.name
cfm:cookiejar, tile.cookiejar.name
cfm:blender, tile.blender.name
cfm:plate, tile.plate.name
cfm:cup, tile.cup.name
cfm:counterdoored, tile.counterdoored.name
cfm:countersink, tile.countersink.name
cfm:dishwasher, tile.dishwasher.name
cfm:kitchencabinet, tile.kitchencabinet.name
cfm:choppingboard, tile.choppingboard.name
cfm:barstool, tile.barstool.name
cfm:hey, tile.hey.name
cfm:nyan, tile.nyan.name
cfm:pattern, tile.pattern.name
cfm:yellowGlow, tile.yellowGlow.name
cfm:whiteGlass, tile.whiteGlass.name
OpenBlocks:ladder, Jaded Ladder
OpenBlocks:guide, Building Guide
OpenBlocks:builder_guide, Enhanced Building Guide
OpenBlocks:elevator:0, Elevator
OpenBlocks:elevator:1, Elevator
OpenBlocks:elevator:2, Elevator
OpenBlocks:elevator:3, Elevator
OpenBlocks:elevator:4, Elevator
OpenBlocks:elevator:5, Elevator
OpenBlocks:elevator:6, Elevator
OpenBlocks:elevator:7, Elevator
OpenBlocks:elevator:8, Elevator
OpenBlocks:elevator:9, Elevator
OpenBlocks:elevator:10, Elevator
OpenBlocks:elevator:11, Elevator
OpenBlocks:elevator:12, Elevator
OpenBlocks:elevator:13, Elevator
OpenBlocks:elevator:14, Elevator
OpenBlocks:elevator:15, Elevator
OpenBlocks:elevator_rotating:0, Rotating Elevator
OpenBlocks:elevator_rotating:1, Rotating Elevator
